Epoch: 001, Loss: 54.7506, Val Acc: 0.5099
Epoch: 002, Loss: 38.7452, Val Acc: 0.5689
Epoch: 003, Loss: 26.2358, Val Acc: 0.6645
Epoch: 004, Loss: 17.6854, Val Acc: 0.6956
Epoch: 005, Loss: 11.9114, Val Acc: 0.7443
Epoch: 006, Loss: 9.0104, Val Acc: 0.7306
Epoch: 007, Loss: 8.1886, Val Acc: 0.7302
Epoch: 008, Loss: 7.6244, Val Acc: 0.7679
Epoch: 009, Loss: 7.3276, Val Acc: 0.7687
Epoch: 010, Loss: 7.4552, Val Acc: 0.7820
Epoch: 011, Loss: 7.1348, Val Acc: 0.7935
Epoch: 012, Loss: 6.5994, Val Acc: 0.8081
Epoch: 013, Loss: 6.1341, Val Acc: 0.8111
Epoch: 014, Loss: 5.7729, Val Acc: 0.8253
Epoch: 015, Loss: 5.4033, Val Acc: 0.8313
Epoch: 016, Loss: 5.0906, Val Acc: 0.8310
Epoch: 017, Loss: 4.7459, Val Acc: 0.8068
Epoch: 018, Loss: 4.5672, Val Acc: 0.8237
Epoch: 019, Loss: 4.1749, Val Acc: 0.8296
Epoch: 020, Loss: 3.8850, Val Acc: 0.8281
Epoch: 021, Loss: 3.5677, Val Acc: 0.8290
Epoch: 022, Loss: 3.2498, Val Acc: 0.8277
Epoch: 023, Loss: 2.9765, Val Acc: 0.8042
Epoch: 024, Loss: 2.8233, Val Acc: 0.8225
Epoch: 025, Loss: 2.5343, Val Acc: 0.8197
Epoch: 026, Loss: 2.3450, Val Acc: 0.8156
Epoch: 027, Loss: 2.1706, Val Acc: 0.8097
Epoch: 028, Loss: 2.0277, Val Acc: 0.8036
Epoch: 029, Loss: 1.9001, Val Acc: 0.7911
Epoch: 030, Loss: 1.7907, Val Acc: 0.7916
Epoch: 031, Loss: 1.6449, Val Acc: 0.8061
Epoch: 032, Loss: 1.5390, Val Acc: 0.8121
Epoch: 033, Loss: 1.4898, Val Acc: 0.8088
Epoch: 034, Loss: 1.3978, Val Acc: 0.8048
Epoch: 035, Loss: 1.2715, Val Acc: 0.7954
Epoch: 036, Loss: 1.2004, Val Acc: 0.7986
Epoch: 037, Loss: 1.1245, Val Acc: 0.8014
Epoch: 038, Loss: 1.0454, Val Acc: 0.8028
Epoch: 039, Loss: 0.9545, Val Acc: 0.8081
Epoch: 040, Loss: 0.8781, Val Acc: 0.8136
Epoch: 041, Loss: 0.8203, Val Acc: 0.8195
Epoch: 042, Loss: 0.7396, Val Acc: 0.8226
Epoch: 043, Loss: 0.6662, Val Acc: 0.8194
Epoch: 044, Loss: 0.6317, Val Acc: 0.8179
Epoch: 045, Loss: 0.6083, Val Acc: 0.8153
Epoch: 046, Loss: 0.5836, Val Acc: 0.8223
Epoch: 047, Loss: 0.5546, Val Acc: 0.8227
Epoch: 048, Loss: 0.5475, Val Acc: 0.8201
Epoch: 049, Loss: 0.5364, Val Acc: 0.8162
Epoch: 050, Loss: 0.5156, Val Acc: 0.8146
Epoch: 051, Loss: 0.4974, Val Acc: 0.8174
Epoch: 052, Loss: 0.4624, Val Acc: 0.8204
Epoch: 053, Loss: 0.4452, Val Acc: 0.8216
Epoch: 054, Loss: 0.4438, Val Acc: 0.8218
Epoch: 055, Loss: 0.4328, Val Acc: 0.8189
Epoch: 056, Loss: 0.4218, Val Acc: 0.8156
Epoch: 057, Loss: 0.4141, Val Acc: 0.8193
Epoch: 058, Loss: 0.4011, Val Acc: 0.8191
Epoch: 059, Loss: 0.3987, Val Acc: 0.8184
Epoch: 060, Loss: 0.3944, Val Acc: 0.8191
Epoch: 061, Loss: 0.3915, Val Acc: 0.8188
Epoch: 062, Loss: 0.3893, Val Acc: 0.8167
Epoch: 063, Loss: 0.3778, Val Acc: 0.8172
Epoch: 064, Loss: 0.3732, Val Acc: 0.8180
Epoch: 065, Loss: 0.3666, Val Acc: 0.8171
Epoch: 066, Loss: 0.3646, Val Acc: 0.8277
Epoch: 067, Loss: 0.3627, Val Acc: 0.8277
Epoch: 068, Loss: 0.3548, Val Acc: 0.8268
Epoch: 069, Loss: 0.3497, Val Acc: 0.8264
Epoch: 070, Loss: 0.3435, Val Acc: 0.8250
Epoch: 071, Loss: 0.3433, Val Acc: 0.8264
Epoch: 072, Loss: 0.3428, Val Acc: 0.8292
Epoch: 073, Loss: 0.3400, Val Acc: 0.8296
Epoch: 074, Loss: 0.3355, Val Acc: 0.8288
Epoch: 075, Loss: 0.3310, Val Acc: 0.8286
Epoch: 076, Loss: 0.3328, Val Acc: 0.8292
Epoch: 077, Loss: 0.3316, Val Acc: 0.8310
Epoch: 078, Loss: 0.3304, Val Acc: 0.8312
Epoch: 079, Loss: 0.3284, Val Acc: 0.8302
Epoch: 080, Loss: 0.3263, Val Acc: 0.8425
Epoch: 081, Loss: 0.3229, Val Acc: 0.8421
Epoch: 082, Loss: 0.3217, Val Acc: 0.8423
Epoch: 083, Loss: 0.3187, Val Acc: 0.8417
Epoch: 084, Loss: 0.3177, Val Acc: 0.8415
Epoch: 085, Loss: 0.3178, Val Acc: 0.8414
Epoch: 086, Loss: 0.3168, Val Acc: 0.8421
Epoch: 087, Loss: 0.3160, Val Acc: 0.8435
Epoch: 088, Loss: 0.3145, Val Acc: 0.8447
Epoch: 089, Loss: 0.3134, Val Acc: 0.8447
Epoch: 090, Loss: 0.3116, Val Acc: 0.8434
Epoch: 091, Loss: 0.3112, Val Acc: 0.8416
Epoch: 092, Loss: 0.3101, Val Acc: 0.8428
Epoch: 093, Loss: 0.3089, Val Acc: 0.8449
Epoch: 094, Loss: 0.3083, Val Acc: 0.8435
Epoch: 095, Loss: 0.3076, Val Acc: 0.8431
Epoch: 096, Loss: 0.3069, Val Acc: 0.8430
Epoch: 097, Loss: 0.3061, Val Acc: 0.8434
Epoch: 098, Loss: 0.3059, Val Acc: 0.8430
Epoch: 099, Loss: 0.3047, Val Acc: 0.8442
Epoch: 100, Loss: 0.3040, Val Acc: 0.8439
Epoch: 101, Loss: 0.3031, Val Acc: 0.8441
Epoch: 102, Loss: 0.3026, Val Acc: 0.8435
Epoch: 103, Loss: 0.3020, Val Acc: 0.8438
Epoch: 104, Loss: 0.3017, Val Acc: 0.8448
Epoch: 105, Loss: 0.3010, Val Acc: 0.8445
Epoch: 106, Loss: 0.3004, Val Acc: 0.8431
Epoch: 107, Loss: 0.2998, Val Acc: 0.8427
Epoch: 108, Loss: 0.2994, Val Acc: 0.8425
Epoch: 109, Loss: 0.2988, Val Acc: 0.8429
Epoch: 110, Loss: 0.2983, Val Acc: 0.8436
Epoch: 111, Loss: 0.2979, Val Acc: 0.8430
Epoch: 112, Loss: 0.2973, Val Acc: 0.8433
Epoch: 113, Loss: 0.2969, Val Acc: 0.8436
Epoch: 114, Loss: 0.2964, Val Acc: 0.8440
Epoch: 115, Loss: 0.2959, Val Acc: 0.8439
Epoch: 116, Loss: 0.2954, Val Acc: 0.8446
Epoch: 117, Loss: 0.2950, Val Acc: 0.8449
Epoch: 118, Loss: 0.2946, Val Acc: 0.8449
Epoch: 119, Loss: 0.2942, Val Acc: 0.8451
Epoch: 120, Loss: 0.2937, Val Acc: 0.8447
Epoch: 121, Loss: 0.2933, Val Acc: 0.8446
Epoch: 122, Loss: 0.2929, Val Acc: 0.8446
Epoch: 123, Loss: 0.2925, Val Acc: 0.8439
Epoch: 124, Loss: 0.2922, Val Acc: 0.8440
Epoch: 125, Loss: 0.2918, Val Acc: 0.8444
Epoch: 126, Loss: 0.2914, Val Acc: 0.8442
Epoch: 127, Loss: 0.2911, Val Acc: 0.8442
