Loss,Validation Accuracy
44.90731430053711,0.5671404004096985
33.91329574584961,0.6471341848373413
25.481794357299805,0.6486098170280457
19.218374252319336,0.6505513787269592
13.898347854614258,0.7298073768615723
10.247178077697754,0.7454954981803894
6.988099575042725,0.814849317073822
6.306398391723633,0.8228098750114441
5.055375099182129,0.839235782623291
4.946574687957764,0.8151599764823914
5.029378890991211,0.8086361885070801
5.029419898986816,0.8062674403190613
4.940860748291016,0.8057238459587097
4.838029861450195,0.809917688369751
4.593737602233887,0.8155094385147095
4.212045669555664,0.8139562010765076
4.108893871307373,0.8136066794395447
3.746184825897217,0.8131018877029419
3.5396859645843506,0.808752715587616
3.2096922397613525,0.8030832409858704
3.0201528072357178,0.7994718551635742
3.0104055404663086,0.8043646812438965
2.8245537281036377,0.8128300905227661
2.6898763179779053,0.8096458315849304
2.5082461833953857,0.8091410398483276
2.284799575805664,0.8089468479156494
2.082162380218506,0.7991611957550049
2.1093008518218994,0.7883659601211548
2.1497280597686768,0.7724448442459106
1.9351202249526978,0.7720953822135925
1.7955607175827026,0.7947343587875366
1.6992948055267334,0.7912006974220276
1.679834008216858,0.7870844602584839
1.6152806282043457,0.7873951196670532
1.4571205377578735,0.7783473134040833
1.4000755548477173,0.7950062155723572
1.3852970600128174,0.7944625616073608
1.3236743211746216,0.7948508858680725
1.283048391342163,0.820130467414856
1.1764447689056396,0.8260329365730286
1.2375261783599854,0.8090245127677917
1.064881682395935,0.815082311630249
1.049564242362976,0.8028114438056946
1.0723236799240112,0.8173733949661255
1.0809608697891235,0.8163637518882751
1.0979024171829224,0.8156259655952454
1.0285186767578125,0.8098400235176086
1.1325528621673584,0.8003261685371399
1.0208969116210938,0.7944236993789673
1.0224071741104126,0.8047142028808594
1.021505355834961,0.8069276213645935
0.9687879085540771,0.812985360622406
0.981852650642395,0.8170239329338074
0.9588189125061035,0.8086361885070801
0.9253439903259277,0.8154317736625671
0.9814234375953674,0.8191596865653992
0.9831103086471558,0.8277803659439087
0.8801720142364502,0.8304209113121033
0.903031051158905,0.8377990126609802
0.896318793296814,0.839468777179718
0.8982141017913818,0.8406725525856018
0.8784708976745605,0.8417986631393433
0.8913151621818542,0.8400512337684631
0.8716118931770325,0.8393522500991821
0.8609679937362671,0.8395852446556091
0.8158780932426453,0.8391969203948975
0.8327347636222839,0.8391581177711487
0.8562682867050171,0.8385756611824036
0.8476972579956055,0.8388086557388306
0.8203579187393188,0.8393911123275757
0.8251568675041199,0.8388474583625793
0.8467439413070679,0.8388086557388306
0.8009428381919861,0.8410608768463135
0.7823901176452637,0.8400512337684631
0.7888575792312622,0.840633749961853
0.7698584794998169,0.8400124311447144
0.7462404370307922,0.8390415906906128
0.798970103263855,0.8383426666259766
0.768088698387146,0.8379931449890137
0.7492364645004272,0.8400124311447144
0.7703937888145447,0.8397794365882874
0.7421340346336365,0.8393911123275757
0.7743174433708191,0.8393134474754333
0.7335970401763916,0.8397405743598938
0.7658896446228027,0.8405948877334595
0.7305242419242859,0.8400124311447144
0.7655096650123596,0.8400512337684631
0.7405162453651428,0.8400512337684631
0.7053345441818237,0.8403618931770325
0.700937807559967,0.8399735689163208
0.6964749097824097,0.8391581177711487
0.7365662455558777,0.8384591341018677
0.7314870953559875,0.8388086557388306
0.6989802122116089,0.8387309908866882
0.734143853187561,0.8388474583625793
0.6871270537376404,0.8399735689163208
0.681797981262207,0.8410608768463135
0.6620658040046692,0.8407890796661377
0.6576818823814392,0.8409832119941711
0.6887081861495972,0.8411774039268494
0.7042596936225891,0.8417209982872009
0.662286102771759,0.8421869874000549
0.660991370677948,0.8417598605155945
0.6760050058364868,0.8416433334350586
0.6737608313560486,0.8411774039268494
0.6568115949630737,0.8412938714027405
0.658778727054596,0.8417209982872009
0.6694895029067993,0.8429248332977295
0.6656291484832764,0.8433519601821899
0.6175015568733215,0.8439344167709351
0.6425502300262451,0.844749927520752
0.6381536722183228,0.8444780707359314
0.6266918778419495,0.8440897464752197
0.6338465809822083,0.8441286087036133
0.611612856388092,0.8457595705986023
0.617979884147644,0.8461478352546692
0.6000432968139648,0.8453323841094971
0.6176910996437073,0.8456430435180664
0.600925624370575,0.8458372354507446
0.6009102463722229,0.8467303514480591
0.5920850038528442,0.8446334004402161
0.6018338203430176,0.844516932964325
0.6293726563453674,0.8446722626686096
0.6191806793212891,0.8438567519187927
0.580345869064331,0.84568190574646
0.5871639847755432,0.8464196920394897
0.6067531704902649,0.8461478352546692
0.5762479305267334,0.8463808298110962
0.5610893964767456,0.8464584946632385
0.57236647605896,0.8469633460044861
0.5402752757072449,0.8470410108566284
0.5600316524505615,0.8460701704025269
0.5525776147842407,0.8464973568916321
0.5569512248039246,0.8466526865959167
0.5611651539802551,0.8460701704025269
0.5541471838951111,0.8463808298110962
0.5516936182975769,0.8463031649589539
0.560731053352356,0.8465750217437744
0.5303916931152344,0.8459925055503845
0.5366641283035278,0.8460313677787781
0.5591351389884949,0.8469633460044861
0.5467172265052795,0.8464196920394897
0.531825065612793,0.8473904728889465
0.518977165222168,0.8466914892196655
0.5393849611282349,0.8468468189239502
0.5382575988769531,0.8481671214103699
0.5194409489631653,0.8480117917060852
0.5154370665550232,0.8480894565582275
0.5571994781494141,0.8480894565582275
0.5326434373855591,0.8485942482948303
